Report Number,Date of Occurrence,Time of Occurrence,City,Crime Code,Crime Description,Victim Age,Victim Gender,Weapon Used,Police Deployed,Latitude,Longitude
36295,2024-02-21,14:52,Bhopal,190,COUNTERFEITING,35,M,Blunt Object,1,23.206441,77.406106
36296,2024-02-21,10:35,Delhi,156,PUBLIC INTOXICATION,56,F,None,17,28.662259,76.905539
36297,2024-02-21,19:43,Pune,249,SHOPLIFTING,40,F,Explosives,1,18.47478,73.818631
36298,2024-02-21,05:46,Mumbai,310,SHOPLIFTING,55,F,Poison,14,18.999205,72.937691
36299,2024-02-21,03:13,Kolkata,471,EXTORTION,15,F,Explosives,13,22.607398,88.389078
36300,2024-02-21,13:17,Delhi,111,HOMICIDE,38,F,Explosives,9,28.577379,76.973208
36301,2024-02-21,13:03,Chennai,325,ARSON,59,F,Explosives,5,12.972425,80.237826
36302,2024-02-21,12:51,Delhi,420,ROBBERY,14,F,Explosives,2,28.508557,76.871411
36303,2024-02-21,02:42,Mumbai,246,FRAUD,29,F,Firearm,3,19.191002,72.87592
36304,2024-02-21,23:30,Nagpur,390,TRAFFIC VIOLATION,56,M,Poison,15,21.066142,79.158179
36305,2024-02-21,20:15,Bangalore,484,HOMICIDE,76,F,Knife,5,13.077104,77.531204
36306,2024-02-21,06:51,Bangalore,509,IDENTITY THEFT,12,F,Firearm,1,13.085207,77.551307
36307,2024-02-21,20:23,Delhi,582,HOMICIDE,10,M,None,7,28.899888,77.042792
36308,2024-02-21,19:34,Surat,577,COUNTERFEITING,67,F,Poison,3,21.158844,72.805824
36309,2024-02-21,06:48,Delhi,249,CYBERCRIME,71,M,Poison,17,28.838533,76.861714
36310,2024-02-21,16:22,Surat,177,ARSON,59,F,Poison,11,21.241035,72.802002
36311,2024-02-21,12:14,Delhi,458,DOMESTIC VIOLENCE,46,F,Poison,17,28.570386,76.996408
36312,2024-02-21,01:07,Agra,352,PUBLIC INTOXICATION,54,F,Other,19,27.191259,78.197761
36313,2024-02-22,13:44,Delhi,297,COUNTERFEITING,27,F,Blunt Object,16,28.735867,76.804238
36314,2024-02-22,08:17,Jaipur,391,PUBLIC INTOXICATION,40,F,Blunt Object,8,26.85222,75.725587
36315,2024-02-22,20:02,Kanpur,383,ILLEGAL POSSESSION,72,F,Firearm,8,26.485622,80.424499
36316,2024-02-22,03:18,Bangalore,291,SHOPLIFTING,41,F,Other,16,12.921797,77.566787
36317,2024-02-22,23:30,Nagpur,269,VEHICLE - STOLEN,79,F,None,13,21.154009,79.141798
36318,2024-02-22,08:29,Surat,139,SHOPLIFTING,12,F,None,10,21.285127,72.819694
36319,2024-02-22,19:13,Bhopal,175,VEHICLE - STOLEN,36,F,Firearm,13,23.28762,77.335501
36320,2024-02-22,16:38,Bangalore,339,HOMICIDE,31,F,Firearm,12,12.946688,77.610997
36321,2024-02-22,11:41,Kolkata,477,TRAFFIC VIOLATION,69,M,Firearm,8,22.628035,88.33551
36322,2024-02-22,21:07,Patna,259,VEHICLE - STOLEN,11,F,Other,14,25.590609,85.205778
36323,2024-02-22,12:12,Ghaziabad,460,KIDNAPPING,60,F,Explosives,10,28.646344,77.327761
36324,2024-02-22,10:21,Hyderabad,229,FRAUD,28,F,Other,19,17.344769,78.477321
36325,2024-02-22,12:15,Mumbai,293,ASSAULT,19,F,Explosives,16,19.018902,72.838701
36326,2024-02-22,19:50,Bangalore,108,EXTORTION,40,F,Knife,7,12.971006,77.569007
36327,2024-02-22,06:29,Chennai,323,KIDNAPPING,75,M,Knife,8,13.120508,80.23707
36328,2024-02-22,19:54,Mumbai,378,COUNTERFEITING,40,M,Poison,15,18.908575,72.862389
36329,2024-02-22,08:47,Pune,444,COUNTERFEITING,33,F,Poison,9,18.505744,73.891391
36330,2024-02-22,15:32,Kolkata,339,PUBLIC INTOXICATION,46,F,Knife,7,22.564992,88.30823
36331,2024-02-22,11:42,Ghaziabad,343,ARSON,41,F,None,8,28.771079,77.400022
36332,2024-02-22,08:32,Ahmedabad,590,DRUG OFFENSE,16,M,None,6,23.070427,72.535378
36333,2024-02-22,08:06,Kolkata,155,VANDALISM,17,F,Firearm,6,22.60542,88.338382
36334,2024-02-22,04:54,Lucknow,561,EXTORTION,68,F,Blunt Object,17,26.755044,81.047397
36335,2024-02-22,18:06,Mumbai,334,TRAFFIC VIOLATION,47,F,Knife,18,19.193385,72.850821
36336,2024-02-22,08:54,Hyderabad,336,BURGLARY,10,F,Other,8,17.304246,78.360213
36337,2024-02-23,01:32,Ghaziabad,455,ROBBERY,54,M,Knife,15,28.685587,77.377922
36338,2024-02-23,20:51,Hyderabad,211,EXTORTION,69,F,Blunt Object,15,17.429214,78.541783
36339,2024-02-23,17:30,Nagpur,558,ARSON,37,F,Poison,1,21.133228,79.053456
36340,2024-02-23,06:02,Pune,248,EXTORTION,69,M,None,3,18.459574,73.837632
36341,2024-02-23,05:54,Chennai,560,FIREARM OFFENSE,70,M,Firearm,7,12.943323,80.197107
36342,2024-02-23,01:43,Delhi,135,IDENTITY THEFT,11,F,Blunt Object,9,28.878511,76.841204
36343,2024-02-23,03:16,Chennai,289,DOMESTIC VIOLENCE,28,F,Other,9,13.008668,80.26708
36344,2024-02-23,11:42,Mumbai,390,IDENTITY THEFT,20,F,Firearm,15,19.085072,72.918685
36345,2024-02-23,09:49,Bangalore,110,VANDALISM,13,F,Poison,2,13.023065,77.500762
36346,2024-02-23,00:50,Kolkata,268,CYBERCRIME,25,F,Knife,5,22.515305,88.360889
36347,2024-02-23,21:23,Lucknow,158,ROBBERY,36,F,Firearm,19,26.750847,81.014202
36348,2024-02-23,13:04,Pune,267,FRAUD,73,F,Poison,7,18.553055,73.942266
36349,2024-02-23,19:01,Ghaziabad,169,DRUG OFFENSE,14,M,Poison,5,28.786158,77.302002
36350,2024-02-23,19:00,Mumbai,412,TRAFFIC VIOLATION,72,F,Knife,16,18.967884,72.92516
36351,2024-02-23,23:39,Hyderabad,186,VEHICLE - STOLEN,58,M,Other,7,17.305671,78.531638
36352,2024-02-23,23:47,Indore,401,KIDNAPPING,11,F,Knife,4,22.724195,75.89947
36353,2024-02-23,16:12,Mumbai,362,FRAUD,31,M,Firearm,7,19.089325,72.908801
36354,2024-02-23,06:15,Delhi,487,VANDALISM,17,F,Explosives,6,28.588719,76.875759
36355,2024-02-23,22:55,Delhi,374,DRUG OFFENSE,18,M,Firearm,13,28.738076,76.899152
36356,2024-02-23,11:29,Pune,549,CYBERCRIME,60,M,Other,13,18.490578,73.877192
36357,2024-02-23,15:52,Lucknow,443,VEHICLE - STOLEN,46,F,Blunt Object,18,26.892019,81.006293
36358,2024-02-23,23:20,Pune,444,COUNTERFEITING,71,F,Poison,5,18.585446,73.757797
36359,2024-02-23,01:37,Rajkot,364,SEXUAL ASSAULT,30,M,Blunt Object,17,22.288784,70.846788
36360,2024-02-23,03:00,Kolkata,599,TRAFFIC VIOLATION,32,F,Firearm,10,22.57456,88.337752
36361,2024-02-24,13:03,Pune,114,SEXUAL ASSAULT,25,F,Firearm,1,18.519988,73.780949
36362,2024-02-24,15:03,Bangalore,554,EXTORTION,42,M,Explosives,14,13.016444,77.634066
36363,2024-02-24,00:57,Jaipur,527,TRAFFIC VIOLATION,64,M,Other,7,26.80697,75.850189
36364,2024-02-24,01:39,Thane,537,ASSAULT,26,F,None,2,19.294164,73.108798
36365,2024-02-24,07:42,Kolkata,159,ASSAULT,20,M,Other,10,22.551688,88.403732
36366,2024-02-24,16:12,Ahmedabad,277,VEHICLE - STOLEN,10,F,Other,1,23.030742,72.621138
36367,2024-02-24,06:25,Kolkata,223,BURGLARY,37,F,Poison,1,22.507702,88.377634
36368,2024-02-24,15:26,Hyderabad,524,FIREARM OFFENSE,67,F,Firearm,10,17.489532,78.48384
36369,2024-02-24,06:09,Chennai,450,HOMICIDE,39,F,Firearm,2,12.930968,80.261228
36370,2024-02-24,06:37,Indore,347,ILLEGAL POSSESSION,42,F,Explosives,12,22.734968,75.848757
36371,2024-02-24,20:53,Delhi,165,BURGLARY,40,M,Other,3,28.623829,77.135403
36372,2024-02-24,10:55,Bangalore,390,VEHICLE - STOLEN,44,F,Firearm,16,13.063227,77.670012
36373,2024-02-24,00:57,Jaipur,496,BURGLARY,69,F,Blunt Object,2,26.974145,75.849951
36374,2024-02-24,15:25,Chennai,195,FRAUD,12,F,Other,2,13.020269,80.208187
36375,2024-02-24,12:26,Mumbai,327,BURGLARY,55,F,Knife,11,19.123005,72.938637
36376,2024-02-24,18:52,Bangalore,562,ILLEGAL POSSESSION,24,F,None,12,12.948134,77.606756
36377,2024-02-24,01:02,Agra,586,VEHICLE - STOLEN,24,F,Other,8,27.160537,78.127092
36378,2024-02-24,10:44,Ahmedabad,254,IDENTITY THEFT,78,F,None,2,23.066722,72.66038
36379,2024-02-24,10:16,Mumbai,454,ROBBERY,47,F,Blunt Object,19,18.93869,72.898732
36380,2024-02-24,11:51,Delhi,336,ROBBERY,56,M,Blunt Object,17,28.879781,76.805604
36381,2024-02-24,03:35,Pune,206,IDENTITY THEFT,66,F,Other,8,18.612943,73.805017
36382,2024-02-24,05:14,Mumbai,262,DRUG OFFENSE,32,F,Firearm,1,19.00078,72.931176
36383,2024-02-24,03:20,Kanpur,200,PUBLIC INTOXICATION,24,F,Poison,9,26.443082,80.2508
36384,2024-02-24,19:25,Jaipur,470,CYBERCRIME,15,F,Knife,19,26.861777,75.91239
36385,2024-02-25,20:57,Lucknow,425,DOMESTIC VIOLENCE,75,M,Explosives,11,26.899541,81.042729
36386,2024-02-25,07:54,Agra,536,ILLEGAL POSSESSION,57,F,Explosives,13,27.112713,78.078079
36387,2024-02-25,00:49,Kolkata,544,DOMESTIC VIOLENCE,20,F,Poison,6,22.604161,88.333856
36388,2024-02-25,02:14,Agra,274,CYBERCRIME,10,F,Poison,9,27.23778,78.060107
36389,2024-02-25,18:57,Delhi,250,ARSON,75,M,Poison,9,28.657589,77.220356
36390,2024-02-25,00:39,Delhi,466,FIREARM OFFENSE,13,F,Poison,12,28.861575,77.247803
36391,2024-02-25,03:05,Indore,330,EXTORTION,78,F,Other,17,22.714571,75.774076
36392,2024-02-25,11:30,Pune,369,ARSON,18,F,Knife,5,18.55967,73.774922
36393,2024-02-25,14:59,Bhopal,541,EXTORTION,79,F,None,3,23.291818,77.394634
36394,2024-02-25,00:57,Jaipur,191,EXTORTION,72,F,Knife,1,26.820934,75.836416
36395,2024-02-25,12:03,Mumbai,262,SEXUAL ASSAULT,36,M,Explosives,11,18.953158,72.833649
36396,2024-02-25,11:43,Hyderabad,291,EXTORTION,64,F,Blunt Object,19,17.456912,78.528562
36397,2024-02-25,15:01,Surat,567,ROBBERY,37,F,Explosives,19,21.224862,72.878686
36398,2024-02-25,18:25,Mumbai,526,SEXUAL ASSAULT,50,F,Blunt Object,18,19.095738,72.93516
36399,2024-02-25,16:25,Kolkata,307,HOMICIDE,36,M,Knife,11,22.649675,88.460183
36400,2024-02-25,16:35,Patna,267,DOMESTIC VIOLENCE,33,M,Knife,8,25.618255,85.166495
36401,2024-02-25,12:57,Surat,196,EXTORTION,76,F,Other,15,21.23482,72.713405
36402,2024-02-25,02:42,Chennai,106,ILLEGAL POSSESSION,60,F,Blunt Object,17,13.006203,80.277269
36403,2024-02-25,06:36,Jaipur,480,DRUG OFFENSE,64,F,Blunt Object,5,26.810246,75.875928
36404,2024-02-25,03:24,Delhi,548,SEXUAL ASSAULT,51,F,Poison,2,28.771499,77.172813
36405,2024-02-25,02:46,Indore,365,IDENTITY THEFT,43,F,Blunt Object,18,22.80129,75.820978
36406,2024-02-25,09:34,Pune,218,ROBBERY,71,M,Blunt Object,12,18.575351,73.867238
36407,2024-02-25,21:12,Bangalore,435,VANDALISM,58,M,Explosives,7,13.001576,77.509668
36408,2024-02-25,14:33,Hyderabad,443,DOMESTIC VIOLENCE,59,F,Firearm,15,17.367824,78.492889
36409,2024-02-26,16:44,Surat,313,HOMICIDE,54,F,Other,1,21.118354,72.700401
36410,2024-02-26,19:58,Mumbai,461,ARSON,38,F,None,8,18.976062,72.77119
36411,2024-02-26,22:16,Delhi,136,FRAUD,37,F,Knife,5,28.804026,77.18844
36412,2024-02-26,06:41,Pune,233,SHOPLIFTING,16,F,Other,4,18.457887,73.81025
36413,2024-02-26,02:56,Delhi,165,ROBBERY,12,M,Explosives,14,28.793673,76.81859
36414,2024-02-26,23:45,Bangalore,110,ILLEGAL POSSESSION,61,F,Other,19,13.039003,77.696143
36415,2024-02-26,02:36,Chennai,363,ROBBERY,24,M,Blunt Object,17,12.968937,80.282116
36416,2024-02-26,15:59,Delhi,595,TRAFFIC VIOLATION,77,M,Firearm,13,28.722915,76.867119
36417,2024-02-26,07:42,Pune,302,ARSON,13,M,Firearm,14,18.642228,73.924819
36418,2024-02-26,20:45,Lucknow,474,SEXUAL ASSAULT,13,M,Other,12,26.823436,80.911602
36419,2024-02-26,16:56,Ludhiana,319,FRAUD,71,F,Poison,15,30.920034,75.80732
36420,2024-02-26,00:58,Bhopal,379,HOMICIDE,39,F,None,2,23.35999,77.431752
36421,2024-02-26,00:18,Chennai,301,FIREARM OFFENSE,45,F,Other,18,12.908316,80.268252
36422,2024-02-26,14:07,Chennai,271,IDENTITY THEFT,10,F,Firearm,19,13.11926,80.298841
36423,2024-02-26,18:05,Faridabad,205,EXTORTION,73,F,Firearm,9,28.361128,77.289881
36424,2024-02-26,14:51,Delhi,455,VEHICLE - STOLEN,12,F,Firearm,9,28.745909,77.166527
36425,2024-02-26,18:09,Jaipur,241,ASSAULT,35,M,Blunt Object,8,26.909853,75.834841
36426,2024-02-26,02:06,Hyderabad,183,FIREARM OFFENSE,59,F,Knife,6,17.364317,78.593982
36427,2024-02-26,02:10,Pune,428,HOMICIDE,72,F,Blunt Object,12,18.629542,73.758077
36428,2024-02-26,06:43,Delhi,471,FRAUD,52,F,Firearm,2,28.874605,77.126426
36429,2024-02-26,08:42,Ahmedabad,216,DRUG OFFENSE,64,F,Knife,3,23.049928,72.598546
36430,2024-02-26,20:30,Lucknow,309,DRUG OFFENSE,14,M,Blunt Object,14,26.817121,80.96343
36431,2024-02-26,07:25,Mumbai,250,EXTORTION,69,M,Blunt Object,15,19.066845,72.830884
36432,2024-02-26,14:29,Delhi,517,CYBERCRIME,64,F,Knife,5,28.568794,77.143828
36433,2024-02-27,14:07,Visakhapatnam,259,EXTORTION,19,M,Blunt Object,12,17.650238,83.263214
36434,2024-02-27,08:19,Mumbai,257,CYBERCRIME,40,F,None,7,18.966128,72.917097
36435,2024-02-27,13:23,Lucknow,480,IDENTITY THEFT,20,F,Other,15,26.769594,80.97814
36436,2024-02-27,16:36,Mumbai,561,KIDNAPPING,35,M,None,13,18.924064,72.769662
36437,2024-02-27,16:29,Kanpur,499,ARSON,55,F,Blunt Object,2,26.573527,80.208384
36438,2024-02-27,10:29,Thane,346,ASSAULT,71,F,Poison,10,19.103414,72.980688
36439,2024-02-27,16:30,Delhi,385,ARSON,19,M,Explosives,1,28.570748,76.889167
36440,2024-02-27,13:49,Kolkata,170,VANDALISM,24,M,Blunt Object,6,22.619808,88.314983
36441,2024-02-27,15:27,Chennai,520,DOMESTIC VIOLENCE,10,F,Poison,13,13.130968,80.180107
36442,2024-02-27,07:40,Surat,246,ROBBERY,22,F,Blunt Object,14,21.241739,72.793097
36443,2024-02-27,15:25,Nagpur,594,CYBERCRIME,60,M,Blunt Object,19,21.239312,79.111469
36444,2024-02-27,12:53,Agra,109,COUNTERFEITING,17,F,None,10,27.165331,78.103443
36445,2024-02-27,16:12,Ahmedabad,434,SHOPLIFTING,73,F,None,3,23.084671,72.603423
36446,2024-02-27,00:36,Pune,224,FRAUD,69,F,Firearm,18,18.555075,73.808269
36447,2024-02-27,17:34,Ghaziabad,426,DOMESTIC VIOLENCE,78,F,Knife,3,28.644541,77.304215
36448,2024-02-27,02:45,Ahmedabad,275,DOMESTIC VIOLENCE,66,F,Blunt Object,1,23.037947,72.670898
36449,2024-02-27,02:34,Agra,544,VEHICLE - STOLEN,60,F,Explosives,7,27.104664,78.118141
36450,2024-02-27,08:39,Jaipur,128,VEHICLE - STOLEN,34,F,Poison,16,26.823379,75.745192
36451,2024-02-27,03:27,Chennai,309,TRAFFIC VIOLATION,63,F,Explosives,6,12.933963,80.269954
36452,2024-02-27,11:19,Kolkata,504,KIDNAPPING,49,F,Other,8,22.555553,88.418339
36453,2024-02-27,16:35,Mumbai,385,SEXUAL ASSAULT,43,F,Poison,16,19.111674,72.798629
36454,2024-02-27,04:40,Hyderabad,510,ASSAULT,16,M,Knife,9,17.441043,78.550701
36455,2024-02-27,07:53,Meerut,522,FIREARM OFFENSE,22,M,Poison,17,28.968895,77.676072
36456,2024-02-27,09:33,Nagpur,344,EXTORTION,12,F,Knife,6,21.152302,79.041393
36457,2024-02-28,11:42,Mumbai,124,DRUG OFFENSE,64,F,Other,11,19.002218,72.828698
36458,2024-02-28,21:47,Delhi,247,DOMESTIC VIOLENCE,61,F,Firearm,14,28.826137,77.255379
36459,2024-02-28,02:27,Indore,319,FIREARM OFFENSE,34,F,Explosives,19,22.678697,75.846225
36460,2024-02-28,02:17,Delhi,153,HOMICIDE,51,M,Knife,13,28.802154,77.005627
36461,2024-02-28,16:57,Agra,222,ASSAULT,15,F,Blunt Object,11,27.125588,78.052632
36462,2024-02-28,04:00,Kanpur,135,VANDALISM,37,F,None,11,26.589778,80.328387
36463,2024-02-28,23:01,Pune,343,HOMICIDE,27,F,None,8,18.555106,73.948041
36464,2024-02-28,09:48,Delhi,233,PUBLIC INTOXICATION,68,F,Knife,14,28.729526,76.915372
36465,2024-02-28,09:22,Bangalore,468,EXTORTION,10,F,Explosives,14,13.025502,77.591658
36466,2024-02-28,16:12,Meerut,454,SHOPLIFTING,11,M,Firearm,15,28.977637,77.770797
36467,2024-02-28,05:38,Visakhapatnam,340,SEXUAL ASSAULT,21,F,Blunt Object,5,17.713616,83.279551
36468,2024-02-28,01:29,Ghaziabad,360,CYBERCRIME,19,M,Other,19,28.719441,77.490766
36469,2024-02-28,01:38,Ludhiana,178,VANDALISM,70,F,None,2,30.879404,75.891702
36470,2024-02-28,13:57,Mumbai,155,FIREARM OFFENSE,48,F,Explosives,15,19.083731,72.943862
36471,2024-02-28,05:20,Chennai,572,ARSON,76,F,Blunt Object,4,12.905328,80.192765
36472,2024-02-28,11:34,Chennai,287,SEXUAL ASSAULT,30,F,Blunt Object,7,12.928003,80.255944
36473,2024-02-28,18:52,Pune,402,SHOPLIFTING,32,F,Blunt Object,3,18.56861,73.946173
36474,2024-02-28,14:27,Patna,317,ROBBERY,61,F,Firearm,8,25.562384,85.210246
36475,2024-02-28,01:14,Meerut,299,COUNTERFEITING,73,M,Blunt Object,13,29.022144,77.796523
36476,2024-02-28,17:25,Delhi,128,VANDALISM,30,F,Firearm,3,28.562278,77.120896
36477,2024-02-28,10:49,Kolkata,446,COUNTERFEITING,74,M,Firearm,12,22.555509,88.379756
36478,2024-02-28,13:45,Bangalore,598,IDENTITY THEFT,63,F,Poison,5,13.044339,77.580165
36479,2024-02-28,09:42,Nagpur,520,ARSON,71,F,Knife,15,21.103519,79.17281
36480,2024-02-28,17:39,Bangalore,452,FIREARM OFFENSE,46,F,Blunt Object,13,13.083732,77.657908
36481,2024-02-29,23:55,Bhopal,522,BURGLARY,60,M,Firearm,12,23.330162,77.411424
36482,2024-02-29,18:19,Delhi,519,DRUG OFFENSE,73,M,Knife,3,28.899691,76.929076
36483,2024-02-29,02:31,Delhi,598,VANDALISM,15,F,Explosives,10,28.785707,77.281443
36484,2024-02-29,12:13,Delhi,159,VEHICLE - STOLEN,21,M,Other,11,28.686434,77.005546
36485,2024-02-29,06:24,Delhi,317,CYBERCRIME,36,F,Explosives,7,28.655849,77.077902
36486,2024-02-29,10:04,Kolkata,134,TRAFFIC VIOLATION,25,M,Firearm,10,22.595666,88.327007
36487,2024-02-29,08:25,Mumbai,105,BURGLARY,67,F,Other,17,19.034966,72.948806
36488,2024-02-29,23:55,Mumbai,348,VANDALISM,53,F,Other,1,19.042483,72.823232
36489,2024-02-29,23:08,Ahmedabad,416,COUNTERFEITING,21,M,Poison,5,23.048071,72.594255
36490,2024-02-29,04:33,Ludhiana,560,ASSAULT,25,M,Poison,13,30.878876,75.89841
36491,2024-02-29,08:02,Bhopal,430,SEXUAL ASSAULT,11,M,Blunt Object,10,23.221199,77.308587
36492,2024-02-29,13:35,Delhi,305,ASSAULT,12,M,Knife,4,28.815008,77.259208
36493,2024-02-29,22:25,Delhi,414,ASSAULT,78,M,Explosives,2,28.639123,77.226387
36494,2024-02-29,22:35,Delhi,150,ILLEGAL POSSESSION,22,F,Firearm,14,28.816231,76.908694
36495,2024-02-29,13:58,Kolkata,558,EXTORTION,35,F,Knife,14,22.583819,88.394917
36496,2024-02-29,09:29,Bhopal,586,COUNTERFEITING,76,F,Knife,7,23.368472,77.388852
36497,2024-02-29,03:12,Ahmedabad,232,VEHICLE - STOLEN,23,F,Blunt Object,14,23.076314,72.600573
36498,2024-02-29,01:37,Nashik,385,FIREARM OFFENSE,44,F,Explosives,14,20.02725,73.838272
36499,2024-02-29,13:14,Kolkata,367,COUNTERFEITING,32,M,Firearm,8,22.592917,88.495786
36500,2024-02-29,15:54,Hyderabad,233,CYBERCRIME,22,F,Firearm,1,17.318146,78.583855
36501,2024-02-29,14:25,Bangalore,558,ROBBERY,22,M,Explosives,10,13.052852,77.543522
36502,2024-02-29,04:02,Delhi,342,SEXUAL ASSAULT,12,F,Blunt Object,8,28.711343,77.235416
36503,2024-02-29,06:40,Chennai,346,DOMESTIC VIOLENCE,34,F,Poison,16,12.940522,80.29364
36504,2024-02-29,13:34,Kanpur,135,KIDNAPPING,63,M,Explosives,7,26.57019,80.366751
36505,2024-03-01,10:12,Mumbai,106,FRAUD,30,F,Blunt Object,7,19.152605,72.904052
36506,2024-03-01,22:31,Delhi,477,FIREARM OFFENSE,26,F,Explosives,13,28.568127,77.025733
36507,2024-03-01,09:37,Delhi,304,BURGLARY,14,F,Firearm,6,28.645729,77.163729
36508,2024-03-01,20:17,Bangalore,187,EXTORTION,72,F,Poison,18,12.9539,77.584256
36509,2024-03-01,15:11,Delhi,587,ASSAULT,48,F,Other,19,28.529112,77.224101
36510,2024-03-01,08:52,Ahmedabad,210,TRAFFIC VIOLATION,59,F,Blunt Object,1,23.030824,72.650774
36511,2024-03-01,00:58,Hyderabad,208,VANDALISM,12,F,Knife,12,17.353263,78.563844
36512,2024-03-01,06:37,Ahmedabad,435,TRAFFIC VIOLATION,51,F,Blunt Object,4,23.086526,72.522117
36513,2024-03-01,06:24,Hyderabad,199,DOMESTIC VIOLENCE,71,F,Other,10,17.396477,78.564411
36514,2024-03-01,04:46,Visakhapatnam,162,KIDNAPPING,70,M,Other,11,17.712437,83.310974
36515,2024-03-01,06:26,Bangalore,419,EXTORTION,37,F,Explosives,17,13.070768,77.522029
36516,2024-03-01,03:45,Mumbai,137,SHOPLIFTING,70,F,Explosives,17,19.128617,72.83068
36517,2024-03-01,18:00,Pune,216,DOMESTIC VIOLENCE,25,F,Poison,7,18.627344,73.813082
36518,2024-03-01,02:26,Ahmedabad,455,FRAUD,30,M,Explosives,8,23.05729,72.676066
36519,2024-03-01,22:49,Delhi,495,PUBLIC INTOXICATION,69,F,Firearm,1,28.728191,76.919615
36520,2024-03-01,08:52,Hyderabad,153,TRAFFIC VIOLATION,62,F,Blunt Object,6,17.534279,78.536589
36521,2024-03-01,07:06,Thane,156,VANDALISM,46,F,Poison,19,19.117636,73.057151
36522,2024-03-01,15:51,Bhopal,470,DOMESTIC VIOLENCE,43,F,Explosives,10,23.29707,77.42015
36523,2024-03-01,23:01,Hyderabad,263,VANDALISM,29,M,Poison,15,17.412899,78.535167
36524,2024-03-01,01:06,Bhopal,179,ILLEGAL POSSESSION,14,F,Firearm,6,23.287526,77.300826
36525,2024-03-01,14:57,Kanpur,404,BURGLARY,57,F,Explosives,6,26.509206,80.206114
36526,2024-03-01,13:19,Meerut,440,FRAUD,29,F,Firearm,1,28.940219,77.747848
36527,2024-03-01,19:27,Meerut,392,HOMICIDE,42,F,None,8,29.022513,77.748558
36528,2024-03-01,09:20,Delhi,230,ROBBERY,62,F,None,19,28.817264,77.216173
36529,2024-03-02,19:39,Nagpur,217,KIDNAPPING,30,F,Explosives,10,21.162871,79.064787
36530,2024-03-02,06:02,Pune,148,IDENTITY THEFT,43,F,Knife,15,18.543661,73.868075
36531,2024-03-02,07:58,Bangalore,279,VANDALISM,63,F,Firearm,5,12.993925,77.642488
36532,2024-03-02,11:05,Surat,200,COUNTERFEITING,45,M,Blunt Object,18,21.246487,72.880814
36533,2024-03-02,15:42,Ahmedabad,289,FIREARM OFFENSE,75,F,None,10,23.027124,72.508264
36534,2024-03-02,18:20,Bhopal,101,ASSAULT,61,F,None,2,23.256707,77.432201
36535,2024-03-02,05:03,Mumbai,228,DOMESTIC VIOLENCE,51,F,Knife,11,19.121385,72.890416
36536,2024-03-02,00:19,Delhi,250,ILLEGAL POSSESSION,52,F,Poison,13,28.541785,77.276091
36537,2024-03-02,14:03,Lucknow,110,VEHICLE - STOLEN,24,F,Knife,14,26.924891,80.90859
36538,2024-03-02,18:12,Hyderabad,127,COUNTERFEITING,57,M,Explosives,2,17.36923,78.462917
36539,2024-03-02,07:53,Indore,482,FIREARM OFFENSE,79,M,Other,18,22.783247,75.780809
36540,2024-03-02,23:56,Visakhapatnam,298,VEHICLE - STOLEN,26,F,Explosives,13,17.676344,83.326567
36541,2024-03-02,22:39,Rajkot,358,ASSAULT,27,F,Explosives,9,22.257662,70.811777
36542,2024-03-02,04:06,Jaipur,108,BURGLARY,28,F,Firearm,9,26.914505,75.752495
36543,2024-03-02,05:50,Surat,555,VANDALISM,43,F,None,13,21.224651,72.841719
36544,2024-03-02,20:38,Agra,246,EXTORTION,76,F,Other,11,27.127444,78.014513
36545,2024-03-02,15:58,Pune,136,ILLEGAL POSSESSION,49,F,Other,3,18.54305,73.864825
36546,2024-03-02,09:56,Mumbai,126,SHOPLIFTING,17,M,Poison,13,19.008535,72.799987
36547,2024-03-02,02:59,Nagpur,318,ROBBERY,34,M,Explosives,3,21.202218,79.021529
36548,2024-03-02,21:24,Nagpur,451,VEHICLE - STOLEN,40,M,Poison,15,21.195536,79.112343
36549,2024-03-02,08:24,Kolkata,281,ILLEGAL POSSESSION,54,F,Poison,13,22.522424,88.419149
36550,2024-03-02,13:59,Pune,489,VANDALISM,53,M,Firearm,6,18.53966,73.792993
36551,2024-03-02,10:57,Ahmedabad,245,PUBLIC INTOXICATION,65,M,Explosives,3,23.094051,72.638378
36552,2024-03-02,23:32,Nashik,467,FRAUD,79,F,Knife,13,20.006005,73.838393
36553,2024-03-03,04:25,Lucknow,476,ILLEGAL POSSESSION,67,M,Poison,8,26.877012,81.017542
36554,2024-03-03,18:54,Patna,553,KIDNAPPING,68,F,Firearm,5,25.60564,85.111856
36555,2024-03-03,19:25,Kolkata,450,COUNTERFEITING,58,F,Knife,16,22.547793,88.461792
36556,2024-03-03,23:07,Pune,157,ASSAULT,59,F,Other,4,18.645025,73.835956
36557,2024-03-03,03:04,Delhi,343,FRAUD,56,F,Explosives,19,28.589266,77.008838
36558,2024-03-03,10:53,Bhopal,381,SHOPLIFTING,77,F,Blunt Object,17,23.329612,77.400129
36559,2024-03-03,20:08,Hyderabad,313,DRUG OFFENSE,71,F,Poison,12,17.30213,78.457832
36560,2024-03-03,09:55,Bangalore,564,ASSAULT,64,F,Blunt Object,13,13.07381,77.579808
36561,2024-03-03,19:52,Mumbai,414,SEXUAL ASSAULT,48,M,None,13,18.901844,72.800792
36562,2024-03-03,11:12,Kanpur,392,KIDNAPPING,16,F,Other,16,26.489963,80.272022
